timestamp,round,total_clients,fit_clients,avg_train_loss,avg_val_loss,avg_val_r2,centralized_test_loss,centralized_test_r2,algorithm
2025-10-30 01:59:04,1,12,12,13804.298665364584,13796.652506510416,-0.9220503866672516,17.090694427490234,-39.44102096557617,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:06,2,25,25,7166.20373046875,7181.6551953125,-0.01588644027709961,147.31146240234375,-308.2851867675781,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:09,3,25,25,7178.01900390625,7196.32123046875,-0.01770291805267334,151.7901611328125,-289.1011657714844,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:12,4,25,25,7170.13296875,7188.2558984375,-0.01669602870941162,152.1463623046875,-265.8066711425781,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:17,5,25,25,7164.462265625,7181.771943359375,-0.015573577880859375,154.15235900878906,-333.70355224609375,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:19,6,25,25,7146.94236328125,7163.328486328125,-0.013211755752563477,162.602783203125,-324.00848388671875,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:22,7,25,25,7154.14826171875,7169.4335546875,-0.013598861694335938,162.56370544433594,-361.9588317871094,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:24,8,25,25,7139.313359375,7152.1720703125,-0.011771936416625977,171.69651794433594,-332.3465576171875,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:29,9,25,25,7147.30517578125,7160.971875,-0.012594165802001954,182.31312561035156,-329.2180480957031,nasa_25c_alpha_0.1_fedavg
2025-10-30 01:59:34,10,25,25,7143.25693359375,7158.03740234375,-0.012248139381408691,190.65248107910156,-399.8943786621094,nasa_25c_alpha_0.1_fedavg
