timestamp,round,total_clients,fit_clients,avg_train_loss,avg_val_loss,avg_val_r2,centralized_test_loss,centralized_test_r2,algorithm
2025-10-30 11:15:16,1,12,12,9676.108357747396,9580.461385091146,-0.3260907630125682,45.08597183227539,-118.62486267089844,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:18,2,25,25,7077.95765625,7008.23275390625,-0.014146380424499512,10194.6591796875,-17518.267578125,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:21,3,25,25,7697.54376953125,7671.66146484375,-0.11305205345153808,49861.88671875,-90718.375,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:24,4,25,25,12907.847734375,12777.06166015625,-0.9088875150680542,16650.951171875,-42017.578125,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:29,5,25,25,8536.68025390625,8449.18859375,-0.23701746463775636,622.752197265625,-1442.6455078125,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:31,6,25,25,10841.47326171875,10775.3208984375,-0.5653333616256714,1.223125696182251,-1.4384777545928955,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:34,7,25,25,21589.011171875,21562.70953125,-2.1586183643341066,0.529402494430542,-0.05775654315948486,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:36,8,25,25,22395.843828125,22371.978515625,-2.2775492095947265,0.6222876906394958,-0.047318220138549805,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:42,9,25,25,22360.512734375,22336.560625,-2.272256965637207,0.5032555460929871,-0.22516202926635742,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
2025-10-30 11:15:47,10,25,25,22298.86453125,22274.761953125,-2.2630346965789796,0.9939507246017456,-0.6444617509841919,nasa_25c_alpha_0.5_fedavgm_server_momentum_0.9
