timestamp,round,train_loss,val_loss,avg_epoch_loss,train_rmse,train_mse,train_mae,train_r2,val_rmse,val_mse,val_mae,val_r2,samples,algorithm,client_id,model_type,learning_rate,batch_size
2025-10-31 19:35:16,5,0.08335787057876587,0.08694066852331161,0.08302163504478004,0.2887176441254439,0.08335787802934647,0.2511538863182068,0.007309257984161377,0.294857030649282,0.08694066852331161,0.25847992300987244,0.0011345148086547852,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:20,7,0.08630936592817307,0.07762859761714935,0.08575014108791947,0.29378455699402084,0.08630936592817307,0.2571898400783539,0.0021868348121643066,0.27861909054684203,0.07762859761714935,0.24117356538772583,-0.00643157958984375,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:22,8,0.08573789894580841,0.0798221081495285,0.08563846917822956,0.2928103336551287,0.08573789149522781,0.2566792368888855,0.0006145834922790527,0.28252806612711684,0.0798221081495285,0.24168723821640015,0.0017704367637634277,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:26,10,0.08544576913118362,0.08114644885063171,0.08522462698165327,0.2923110828059443,0.08544576913118362,0.25521960854530334,0.0009371042251586914,0.2848621314767383,0.08114643394947052,0.24789604544639587,-0.010756254196166992,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:28,11,0.08291000872850418,0.09135584533214569,0.08306793163064868,0.28794096839095956,0.08291000127792358,0.25117331743240356,-0.00012135505676269531,0.30225130733005323,0.09135585278272629,0.2644256055355072,0.0020459890365600586,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:30,12,0.08529406785964966,0.0818290263414383,0.08540382945211604,0.29205146876718335,0.08529406040906906,0.2547342777252197,0.0009226799011230469,0.28605773253215566,0.0818290263414383,0.25008484721183777,-0.0026143789291381836,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:33,13,0.08228550851345062,0.09390237927436829,0.08235835715895519,0.2868544945837001,0.08228550106287003,0.24896350502967834,0.0006361603736877441,0.3064349511305267,0.09390237927436829,0.27299603819847107,-0.002296924591064453,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:40,16,0.0863143727183342,0.07708239555358887,0.08618586083175614,0.29379306538404476,0.0863143652677536,0.2574213147163391,9.238719940185547e-06,0.27763716529598276,0.07708239555358887,0.2390732616186142,0.006748974323272705,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:45,18,0.08422691375017166,0.08546434342861176,0.0840720782522112,0.2902187343197742,0.08422691375017166,0.2533769905567169,0.0017431974411010742,0.2923428525355319,0.08546434342861176,0.2553238868713379,-0.009039521217346191,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:51,21,0.08649586886167526,0.0763772651553154,0.08635717909783125,0.29410180016734894,0.08649586886167526,0.2575395703315735,0.001475691795349121,0.27636435679141913,0.0763772577047348,0.23865185678005219,-0.0038259029388427734,633,fedopt,client_1,lstm,0.001,32
2025-10-31 19:35:53,22,0.0831654742360115,0.08971703052520752,0.08316210561897605,0.288384247551789,0.0831654742360115,0.2522161900997162,0.0018129348754882812,0.2995280004851415,0.08971702307462692,0.25995317101478577,0.001601874828338623,633,fedopt,client_1,lstm,0.001,32
