timestamp,round,client_id,samples,train_loss,val_loss,train_rmse,val_rmse,train_r2,val_r2,algorithm
2025-10-29 11:09:00,1,client_15,4055,8768.1298828125,8561.451171875,93.63829282303527,92.52811017131496,-0.24134325981140137,-0.2420748472213745,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_4,3239,8453.3720703125,8957.64453125,91.94222136925178,94.64483362154535,-0.6908841133117676,-0.7772055864334106,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_1,3381,8460.490234375,8042.923828125,91.98092851747856,89.6823550353552,-0.5907317399978638,-0.5577636957168579,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_9,3847,9040.1396484375,8653.822265625,95.07964897094173,93.02592254648701,-0.41136670112609863,-0.3786972761154175,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_20,4579,7320.13330078125,6884.94677734375,85.5577861192364,82.97557940348322,-0.0697181224822998,-0.06213533878326416,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_17,3436,10766.5205078125,10837.5185546875,103.76184514460265,104.10340787529483,-0.6540254354476929,-0.6847966909408569,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_23,3606,12106.0859375,11211.533203125,110.02765543688324,105.88452768523359,-0.48345255851745605,-0.49038422107696533,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_3,5138,6757.50390625,7248.3671875,82.20403825999061,85.13734021696209,-0.023856759071350098,-0.03794825077056885,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_12,4006,7587.76025390625,7337.2578125,87.10775082566562,85.65779196441355,-0.25128841400146484,-0.276877760887146,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_16,4920,11011.9658203125,10182.466796875,104.93791877522158,100.9082097595384,-0.04595053195953369,-0.04840385913848877,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_21,3720,8467.794921875,7721.22265625,92.02062226411535,87.87048797093368,-0.43930625915527344,-0.404117226600647,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:00,1,client_22,3144,7634.865234375,7978.255859375,87.37771309718372,89.3210829500796,-0.8455684185028076,-0.8817375898361206,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_17,3436,6656.93896484375,6608.734375,81.59006658192988,81.29412263503433,-0.02268385887145996,-0.02739131450653076,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_14,3627,9590.1787109375,9963.6640625,97.92945284425416,99.81815986614109,-0.011458754539489746,-0.01414477825164795,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_12,4006,6197.4521484375,5900.14599609375,78.72389820402378,76.81240464802869,-0.022014379501342773,-0.02678215503692627,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_19,4983,8772.380859375,8883.490234375,93.66098378093463,94.25226912056281,-0.010144948959350586,-0.008435726165771484,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_9,3847,6482.056640625,6315.1015625,80.51122058834409,79.4676132930894,-0.011993169784545898,-0.006100296974182129,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_2,4701,6191.708984375,6518.435546875,78.68741002278414,80.7368289374496,-0.002450108528137207,-0.005923271179199219,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_1,3381,5356.01416015625,5177.0107421875,73.18479459666639,71.95144711670154,-0.007031559944152832,-0.002689838409423828,nasa_25c_alpha_0.1_fedavg
2025-10-29 11:09:05,2,client_5,4092,5697.46728515625,5751.26318359375,75.48156917523806,75.8370863883562,-0.014045476913452148,-0.014913678169250488,nasa_25c_alpha_0.1_fedavg
