timestamp,round,train_loss,val_loss,avg_epoch_loss,train_rmse,train_mse,train_mae,train_r2,val_rmse,val_mse,val_mae,val_r2,samples,algorithm,client_id
2025-10-28 21:39:31,0,9396.7294921875,10043.7080078125,54772.90573428722,96.93673436190225,0,0,-0.06422805786132812,100.21829688859215,0,0,-0.057425498962402344,2843,fedavg,client_1
2025-10-28 21:39:55,0,8935.8310546875,9606.8994140625,12272.76097261236,94.52952477764553,0,0,-0.012028813362121582,98.01479679428509,0,0,-0.011437535285949707,2843,fedavg,client_1
2025-10-28 21:40:17,0,9494.1630859375,10159.001953125,10151.04707799333,97.43799109882654,0,0,-0.07526278495788574,100.79187443998153,0,0,-0.0695641040802002,2843,fedavg,client_1
2025-10-28 21:40:43,0,9593.015625,10252.529296875,9835.09891810042,97.94394123681158,0,0,-0.08645844459533691,101.25477419299793,0,0,-0.07941091060638428,2843,fedavg,client_1
2025-10-28 21:41:06,0,10018.7939453125,10678.71875,9927.122218442766,100.09393049468584,0,0,-0.13468003273010254,103.33788632442605,0,0,-0.12428104877471924,2843,fedavg,client_1
2025-10-28 21:41:29,0,9484.111328125,10144.970703125,9844.810003730689,97.38640217260827,0,0,-0.07412445545196533,100.7222453240842,0,0,-0.06808686256408691,2843,fedavg,client_1
2025-10-28 21:41:55,0,9507.6748046875,10167.6728515625,9918.374720198384,97.50730641694241,0,0,-0.07679307460784912,100.83487429952001,0,0,-0.07047688961029053,2843,fedavg,client_1
2025-10-28 21:42:17,0,9399.677734375,10059.8671875,9624.288766239466,96.95193517601905,0,0,-0.06456184387207031,100.2988892635407,0,0,-0.059126973152160645,2843,fedavg,client_1
2025-10-28 21:42:42,0,9200.0302734375,9861.140625,9501.862760050913,95.91678318665092,0,0,-0.04195070266723633,99.30327108629152,0,0,-0.03820443153381348,2843,fedavg,client_1
2025-10-28 21:43:04,0,9296.927734375,9960.0244140625,9503.025802097964,96.42057227486518,0,0,-0.05292487144470215,99.79992191411023,0,0,-0.048615217208862305,2843,fedavg,client_1
