timestamp,round,fold,train_loss,val_loss,rmse,mse,mae,r2,client_id,model_type
2025-10-29 10:46:29,0,1,0.0,1.1294714212417603,1.0627659296579657,1.1294714212417603,0.9299772381782532,-0.06518018245697021,client_0,lstm
2025-10-29 10:46:29,0,2,0.0,0.8091936111450195,0.8995518946370018,0.8091936111450195,0.7324070334434509,-0.01603400707244873,client_0,lstm
2025-10-29 10:46:29,0,3,0.0,1.4248476028442383,1.1936697049124012,1.4248473644256592,0.9396445155143738,-0.0008103847503662109,client_0,lstm
2025-10-29 10:46:29,0,1,0.0,1.1248866319656372,1.060606784428106,1.1248867511749268,0.928301990032196,-0.06085646152496338,client_0,lstm
2025-10-29 10:46:29,0,2,0.0,0.8063297271728516,0.8979586444669106,0.8063297271728516,0.7324044108390808,-0.012438058853149414,client_0,lstm
2025-10-29 10:46:29,0,3,0.0,1.4258553981781006,1.19409182183315,1.425855278968811,0.9373068809509277,-0.00151824951171875,client_0,lstm
2025-10-29 10:46:30,0,1,0.0,1.1167525053024292,1.056765169993655,1.1167526245117188,0.9250222444534302,-0.053185462951660156,client_0,lstm
2025-10-29 10:46:30,0,2,0.0,0.8049392104148865,0.8971840116777838,0.8049391508102417,0.7323760986328125,-0.010692119598388672,client_0,lstm
2025-10-29 10:46:30,0,3,0.0,1.4267743825912476,1.1944766145016184,1.4267743825912476,0.9354545474052429,-0.0021638870239257812,client_0,lstm
2025-10-29 10:46:30,0,1,0.0,1.1115144491195679,1.0542838560461636,1.1115144491195679,0.9228768348693848,-0.04824542999267578,client_0,lstm
2025-10-29 10:46:30,0,2,0.0,0.8022933006286621,0.8957083341344724,0.8022934198379517,0.732275664806366,-0.0073699951171875,client_0,lstm
2025-10-29 10:46:30,0,3,0.0,1.4284361600875854,1.1951719712569802,1.428436040878296,0.9325339198112488,-0.0033309459686279297,client_0,lstm
2025-10-29 10:46:31,0,1,0.0,1.1059712171554565,1.051651604832212,1.105971097946167,0.9203523993492126,-0.04301750659942627,client_0,lstm
2025-10-29 10:46:31,0,2,0.0,0.8005821108818054,0.8947526083175701,0.800582230091095,0.732660174369812,-0.0052214860916137695,client_0,lstm
2025-10-29 10:46:31,0,3,0.0,1.429968237876892,1.1958127439810977,1.4299681186676025,0.9305917620658875,-0.004407167434692383,client_0,lstm
2025-10-29 10:46:31,0,1,0.0,1.103386640548706,1.0504221249329748,1.103386640548706,0.9190965890884399,-0.04058027267456055,client_0,lstm
2025-10-29 10:46:31,0,2,0.0,0.7993695139884949,0.8940746358016484,0.7993694543838501,0.7330415844917297,-0.00369870662689209,client_0,lstm
2025-10-29 10:46:31,0,3,0.0,1.4311895370483398,1.196323391168805,1.4311896562576294,0.92994624376297,-0.0052651166915893555,client_0,lstm
2025-10-29 10:46:32,0,1,0.0,1.0992761850357056,1.0484636692925589,1.099276065826416,0.9168972373008728,-0.03670370578765869,client_0,lstm
2025-10-29 10:46:32,0,2,0.0,0.7990407943725586,0.8938908512660835,0.7990408539772034,0.7337140440940857,-0.003286123275756836,client_0,lstm
2025-10-29 10:46:32,0,3,0.0,1.4322117567062378,1.1967504491317094,1.4322116374969482,0.9293242692947388,-0.00598299503326416,client_0,lstm
2025-10-29 10:46:32,0,1,0.0,1.0982002019882202,1.04795042000036,1.0982000827789307,0.9163379669189453,-0.03568887710571289,client_0,lstm
2025-10-29 10:46:32,0,2,0.0,0.7980728149414062,0.8933492789221334,0.7980729341506958,0.7345609068870544,-0.002070784568786621,client_0,lstm
2025-10-29 10:46:32,0,3,0.0,1.4335664510726929,1.1973163537982319,1.4335664510726929,0.9294716119766235,-0.006934523582458496,client_0,lstm
2025-10-29 10:46:33,0,1,0.0,1.0942238569259644,1.0460514985968306,1.0942237377166748,0.9143618941307068,-0.031938910484313965,client_0,lstm
2025-10-29 10:46:33,0,2,0.0,0.79758620262146,0.8930768512429962,0.7975862622261047,0.7351599335670471,-0.0014597177505493164,client_0,lstm
2025-10-29 10:46:33,0,3,0.0,1.435073733329773,1.1979456303730036,1.435073733329773,0.9294004440307617,-0.007993340492248535,client_0,lstm
