timestamp,client_id,algorithm,total_rounds,final_train_loss,final_val_loss,final_test_loss,final_train_rmse,final_val_rmse,final_test_rmse,final_train_r2,final_val_r2,final_test_r2,avg_train_loss,std_train_loss,avg_val_loss,std_val_loss,avg_test_loss,std_test_loss,avg_train_rmse,std_train_rmse,avg_val_rmse,std_val_rmse,avg_test_rmse,std_test_rmse,avg_train_r2,std_train_r2,avg_val_r2,std_val_r2,avg_test_r2,std_test_r2,best_round,best_test_r2
2025-10-28 22:11:37,client_10,fedavg,10,14265.2021484375,13883.9638671875,16776.19921875,119.4370216827157,117.83022910367696,129.52297545947206,-0.03312873840332031,-0.030764341354370117,-0.21769559383392334,14378.00341796875,226.26826452614057,14005.80869140625,228.23168404260514,16895.033203125,281.9625158450043,119.9046183360966,0.9411811661447048,118.34222892667319,0.9617474385852876,129.97638943325768,1.082218881114748,-0.041298079490661624,0.01638698769352488,-0.039810347557067874,0.01694426787066043,-0.22632098197937012,0.02046616082659948,0,-0.1959766149520874
