timestamp,client_id,algorithm,total_rounds,final_train_loss,final_val_loss,final_test_loss,final_train_rmse,final_val_rmse,final_test_rmse,final_train_r2,final_val_r2,final_test_r2,avg_train_loss,std_train_loss,avg_val_loss,std_val_loss,avg_test_loss,std_test_loss,avg_train_rmse,std_train_rmse,avg_val_rmse,std_val_rmse,avg_test_rmse,std_test_rmse,avg_train_r2,std_train_r2,avg_val_r2,std_val_r2,avg_test_r2,std_test_r2,best_round,best_test_r2
2025-10-28 22:11:37,client_3,fedavg,10,7181.6064453125,6640.6181640625,6913.650390625,84.74435937165671,81.4899851256659,83.14836079168218,-0.05852460861206055,-0.03687846660614014,-0.07251286506652832,7087.283203125,181.31624760020765,6574.569140625,139.74577192574372,6966.2642578125,115.85390224601994,84.1792625822259,1.0654339726902318,81.07922887931932,0.8531031355890868,83.46127891306908,0.6922635592873941,-0.04462200403213501,0.026724949286235068,-0.026565563678741456,0.021820165776505064,-0.08067487478256226,0.017972370793037026,0,-0.055249571800231934
