timestamp,client_id,algorithm,total_rounds,final_train_loss,final_val_loss,final_test_loss,final_train_rmse,final_val_rmse,final_test_rmse,final_train_r2,final_val_r2,final_test_r2,avg_train_loss,std_train_loss,avg_val_loss,std_val_loss,avg_test_loss,std_test_loss,avg_train_rmse,std_train_rmse,avg_val_rmse,std_val_rmse,avg_test_rmse,std_test_rmse,avg_train_r2,std_train_r2,avg_val_r2,std_val_r2,avg_test_r2,std_test_r2,best_round,best_test_r2
2025-10-28 22:11:37,client_6,fedavg,10,6587.1708984375,7131.3857421875,5508.423828125,81.16138797751982,84.4475295903098,74.21875657894708,-0.06889927387237549,-0.10255038738250732,-0.029140949249267578,6770.680615234375,258.7881965048941,7344.4423828125,308.6675637799008,5543.6896484375,78.79065746176133,82.26933923770193,1.560924551160553,85.6810924284596,1.7868223890852974,74.4540898642239,0.527492733432437,-0.09867732524871826,0.04199352160601678,-0.13549009561538697,0.047721677870809574,-0.0357297420501709,0.014720486198279736,0,-0.01742243766784668
