timestamp,round,train_loss,val_loss,avg_epoch_loss,train_rmse,train_mse,train_mae,train_r2,val_rmse,val_mse,val_mae,val_r2,samples,algorithm,client_id
2025-10-28 21:44:27,0,10231.4443359375,10428.724609375,15234.3525390625,101.15060225197624,0,0,-0.32856643199920654,102.12112714504771,0,0,-0.3214237689971924,5229,fedavg,client_5
2025-10-28 21:44:51,0,8123.2900390625,8325.0849609375,9262.033210568312,90.12930164838181,0,0,-0.05481994152069092,91.24190888785701,0,0,-0.05487167835235596,5229,fedavg,client_5
2025-10-28 21:45:14,0,8156.88671875,8360.1455078125,8622.061053020198,90.31548437975627,0,0,-0.05918240547180176,91.43383130883502,0,0,-0.05931413173675537,5229,fedavg,client_5
2025-10-28 21:45:37,0,7943.27099609375,8143.56005859375,8341.650852110328,89.12502465374834,0,0,-0.03144407272338867,90.24167854641779,0,0,-0.03187060356140137,5229,fedavg,client_5
2025-10-28 21:46:02,0,7859.87548828125,8056.5517578125,8299.358158762861,88.65593882127271,0,0,-0.020615100860595703,89.75829631745748,0,0,-0.020845651626586914,5229,fedavg,client_5
2025-10-28 21:46:22,0,7791.67333984375,7989.6611328125,8307.530833174542,88.27045011373427,0,0,-0.011758923530578613,89.38490439001711,0,0,-0.012369990348815918,5229,fedavg,client_5
2025-10-28 21:46:47,0,7833.68994140625,8032.400390625,8261.490630359185,88.5081348883042,0,0,-0.01721489429473877,89.623659770314,0,0,-0.01778542995452881,5229,fedavg,client_5
2025-10-28 21:47:10,0,7778.4150390625,7974.25439453125,8154.592568002096,88.19532599488336,0,0,-0.010037422180175781,89.29868081069984,0,0,-0.010417819023132324,5229,fedavg,client_5
2025-10-28 21:47:35,0,7767.92578125,7963.5712890625,8413.599097275153,88.13584263971441,0,0,-0.008675456047058105,89.23884679523682,0,0,-0.009064197540283203,5229,fedavg,client_5
2025-10-28 21:47:59,0,7778.56640625,7974.509765625,8288.05236072075,88.19617859050783,0,0,-0.01005697250366211,89.30010793579004,0,0,-0.010450124740600586,5229,fedavg,client_5
