timestamp,client_id,algorithm,total_rounds,final_train_loss,final_val_loss,final_test_loss,final_train_rmse,final_val_rmse,final_test_rmse,final_train_r2,final_val_r2,final_test_r2,avg_train_loss,std_train_loss,avg_val_loss,std_val_loss,avg_test_loss,std_test_loss,avg_train_rmse,std_train_rmse,avg_val_rmse,std_val_rmse,avg_test_rmse,std_test_rmse,avg_train_r2,std_train_r2,avg_val_r2,std_val_r2,avg_test_r2,std_test_r2,best_round,best_test_r2
2025-10-28 22:11:37,client_24,fedavg,10,7708.2451171875,7542.01171875,7913.43701171875,87.79660943855548,86.84475923756857,88.9575011548703,-0.010735630989074707,0.005086421966552734,-0.06624054908752441,7745.596571180556,86.66063779431902,7580.306369357639,41.49822231881607,7972.355029296875,166.74136506453365,88.00769470287611,0.4921831629639564,87.06462846689385,0.23818222526277597,89.28321394151706,0.9288892433540692,-0.015633338027530246,0.011363292058461531,3.48157352871365e-05,0.005474274159772552,-0.07417905330657959,0.022466366757426186,0,-0.047086119651794434
