timestamp,round,train_loss,val_loss,avg_epoch_loss,train_rmse,train_mse,train_mae,train_r2,val_rmse,val_mse,val_mae,val_r2,samples,algorithm,client_id
2025-10-28 21:54:25,0,7307.74072265625,7104.32666015625,11891.022312644676,85.4853217480931,0,0,-0.08374834060668945,84.28716782616587,0,0,-0.07134592533111572,4295,fedprox,client_5
2025-10-28 21:54:48,0,7111.16845703125,6924.15283203125,7850.052492042824,84.32773849967015,0,0,-0.05459630489349365,83.21149165680183,0,0,-0.04417526721954346,4295,fedprox,client_5
2025-10-28 21:55:10,0,7048.49462890625,6867.5791015625,7477.171278211806,83.95531037775395,0,0,-0.04530179500579834,82.87086092133802,0,0,-0.0356440544128418,4295,fedprox,client_5
2025-10-28 21:55:33,0,6794.72021484375,6664.5595703125,7413.235528790509,82.4300928960034,0,0,-0.007666826248168945,81.63675678635053,0,0,-0.005028247833251953,4295,fedprox,client_5
2025-10-28 21:55:58,0,6935.6572265625,6775.50146484375,7379.299005353009,83.28059626854115,0,0,-0.028568029403686523,82.31343429139469,0,0,-0.021758437156677246,4295,fedprox,client_5
2025-10-28 21:56:19,0,6867.8623046875,6713.47119140625,7374.132575593171,82.8725637132474,0,0,-0.018513798713684082,81.93577479591103,0,0,-0.012404203414916992,4295,fedprox,client_5
2025-10-28 21:56:43,0,6809.33154296875,6674.1953125,7292.782652452257,82.51867390456992,0,0,-0.009833693504333496,81.69574843588863,0,0,-0.006481289863586426,4295,fedprox,client_5
2025-10-28 21:57:06,0,6774.7890625,6651.58935546875,7255.553663917824,82.30910680173854,0,0,-0.004711031913757324,81.55727952641628,0,0,-0.003072381019592285,4295,fedprox,client_5
2025-10-28 21:57:30,0,6774.9638671875,6646.45263671875,7307.2486888744215,82.31016570816907,0,0,-0.004736781120300293,81.52577897032785,0,0,-0.002297639846801758,4295,fedprox,client_5
2025-10-28 21:57:54,0,6821.134765625,6676.435546875,7264.4610532407405,82.59016143358117,0,0,-0.011584043502807617,81.70945812373866,0,0,-0.00681912899017334,4295,fedprox,client_5
