timestamp,client_id,model_type,learning_rate,batch_size,local_epochs,hidden_dims,hidden_dim,num_layers,dropout,activation,use_attention,sequence_length,optimizer,weight_decay
2025-10-30 12:55:46,client_17,lstm,0.001,32,1,adam,0.0,3,0.001,True,"[64, 32]",64,2,0.3,relu,False,10,0.2,0.2,kpca,5,poly,5
