timestamp,round,train_loss,val_loss,avg_epoch_loss,train_rmse,train_mse,train_mae,train_r2,val_rmse,val_mse,val_mae,val_r2,samples,algorithm,client_id
2025-10-28 21:49:23,0,11831.6220703125,12969.521484375,13204.120653694059,108.77325541579603,0,0,-0.22862935066223145,113.88380694539062,0,0,-0.23679840564727783,2592,fedavg,client_22
2025-10-28 21:49:44,0,10356.6220703125,11361.0966796875,11122.715946903934,101.76749504077911,0,0,-0.07546126842498779,106.58844533854267,0,0,-0.08341598510742188,2592,fedavg,client_22
2025-10-28 21:50:09,0,10102.400390625,11056.873046875,10694.158932532793,100.51069789144337,0,0,-0.049062132835388184,105.15166223276026,0,0,-0.054404497146606445,2592,fedavg,client_22
2025-10-28 21:50:32,0,10026.0771484375,10989.8759765625,10513.182153018905,100.13030085062913,0,0,-0.04113650321960449,104.83260931867765,0,0,-0.048015713691711426,2592,fedavg,client_22
2025-10-28 21:50:57,0,10116.837890625,11073.3828125,10427.096462673611,100.58248810833076,0,0,-0.05056130886077881,105.23013748892235,0,0,-0.05597889423370361,2592,fedavg,client_22
2025-10-28 21:51:21,0,9978.7021484375,10930.3330078125,10412.334677613811,99.89345398191766,0,0,-0.03621697425842285,104.54823292534647,0,0,-0.04233753681182861,2592,fedavg,client_22
2025-10-28 21:51:45,0,9850.9248046875,10772.048828125,10363.574911988811,99.25182519574892,0,0,-0.022948145866394043,103.78848119191744,0,0,-0.02724313735961914,2592,fedavg,client_22
2025-10-28 21:52:08,0,9853.3544921875,10768.1494140625,10318.64525462963,99.26406445530779,0,0,-0.023200511932373047,103.76968939675979,0,0,-0.026871204376220703,2592,fedavg,client_22
2025-10-28 21:52:32,0,9787.7236328125,10695.8564453125,10330.15362172068,98.9329249179084,0,0,-0.016385197639465332,103.42077376094467,0,0,-0.019977331161499023,2592,fedavg,client_22
2025-10-28 21:52:56,0,9956.33203125,10901.482421875,10202.033908420139,99.78142616645896,0,0,-0.03389406204223633,104.41016903749127,0,0,-0.03958630561828613,2592,fedavg,client_22
