timestamp,round,train_loss,val_loss,avg_epoch_loss,train_rmse,train_mse,train_mae,train_r2,val_rmse,val_mse,val_mae,val_r2,samples,algorithm,client_id
2025-10-28 21:39:32,0,9691.763671875,9127.2900390625,38714.95115138767,98.44675551725918,0,0,0.0024852752685546875,95.53685173304854,0,0,0.0006831884384155273,4559,fedavg,client_8
2025-10-28 21:39:56,0,9952.68359375,9363.369140625,12391.580143001529,99.76314234381603,0,0,-0.02436971664428711,96.7644984695446,0,0,-0.025164246559143066,4559,fedavg,client_8
2025-10-28 21:40:19,0,9921.83203125,9341.990234375,10831.195145186844,99.60839337751614,0,0,-0.0211942195892334,96.65397164304734,0,0,-0.022823572158813477,4559,fedavg,client_8
2025-10-28 21:40:44,0,9906.43359375,9331.6962890625,10699.959839720826,99.53106848492082,0,0,-0.019609451293945312,96.60070542735441,0,0,-0.02169656753540039,4559,fedavg,client_8
2025-10-28 21:41:07,0,9981.1533203125,9403.822265625,10645.509297831075,99.90572216000693,0,0,-0.027299880981445312,96.97330697478044,0,0,-0.029593348503112793,4559,fedavg,client_8
2025-10-28 21:41:31,0,9746.6162109375,9177.3056640625,10612.193239865603,98.72495232177882,0,0,-0.0031603574752807617,95.7982550157491,0,0,-0.00479280948638916,4559,fedavg,client_8
2025-10-28 21:41:55,0,9751.4609375,9182.4296875,10393.456903204218,98.7494857581547,0,0,-0.0036590099334716797,95.82500020382207,0,0,-0.0053539276123046875,4559,fedavg,client_8
2025-10-28 21:42:19,0,9721.3662109375,9150.6357421875,10494.126495574737,98.59699380559226,0,0,-0.0005615949630737305,95.65895536847295,0,0,-0.0018727779388427734,4559,fedavg,client_8
2025-10-28 21:42:42,0,9735.626953125,9162.6328125,10290.12432391827,98.66927574763332,0,0,-0.0020291805267333984,95.72164234121769,0,0,-0.003186345100402832,4559,fedavg,client_8
2025-10-28 21:43:06,0,9709.0556640625,9139.4970703125,10329.07277780813,98.53454541745752,0,0,0.0007054805755615234,95.60071689225191,0,0,-0.0006532669067382812,4559,fedavg,client_8
