timestamp,round,train_loss,val_loss,avg_epoch_loss,train_rmse,train_mse,train_mae,train_r2,val_rmse,val_mse,val_mae,val_r2,samples,algorithm,client_id
2025-10-28 21:49:24,0,7689.11962890625,7789.6494140625,8832.975348516342,87.68762250526011,0,0,-0.2226201295852661,88.25899055655746,0,0,-0.21053540706634521,3483,fedavg,client_7
2025-10-28 21:49:46,0,7296.25390625,7403.955078125,7258.483750089593,85.41811228451493,0,0,-0.16015195846557617,86.04623802424484,0,0,-0.15059733390808105,3483,fedavg,client_7
2025-10-28 21:50:09,0,7186.23876953125,7296.46923828125,6983.827524727638,84.77168901120527,0,0,-0.14265894889831543,85.41936987592452,0,0,-0.13389360904693604,3483,fedavg,client_7
2025-10-28 21:50:30,0,6854.904296875,6974.0517578125,6946.487315886611,82.7943494260025,0,0,-0.08997452259063721,83.5107882720101,0,0,-0.08378899097442627,3483,fedavg,client_7
2025-10-28 21:50:57,0,7086.98876953125,7202.2880859375,6928.461369785694,84.18425487899296,0,0,-0.12687742710113525,84.86629534707816,0,0,-0.11925768852233887,3483,fedavg,client_7
2025-10-28 21:51:20,0,6904.3935546875,7025.34326171875,6756.369868567231,83.09267463576437,0,0,-0.09784352779388428,83.81731786115266,0,0,-0.09175980091094971,3483,fedavg,client_7
2025-10-28 21:51:45,0,6996.033203125,7113.96875,6797.20445993406,83.64229022954686,0,0,-0.11241483688354492,84.34434628355359,0,0,-0.10553264617919922,3483,fedavg,client_7
2025-10-28 21:52:08,0,7121.298828125,7237.669921875,6739.366358765768,84.38778838270973,0,0,-0.1323329210281372,85.07449343718568,0,0,-0.12475597858428955,3483,fedavg,client_7
2025-10-28 21:52:34,0,6732.7216796875,6856.3125,6781.179264173596,82.05316076426459,0,0,-0.07054662704467773,82.80285026325332,0,0,-0.06549191474914551,3483,fedavg,client_7
2025-10-28 21:52:57,0,6643.1513671875,6771.7734375,6723.073943251864,81.50552967245535,0,0,-0.056304335594177246,82.29078586026506,0,0,-0.05235433578491211,3483,fedavg,client_7
