timestamp,client_id,algorithm,total_rounds,final_train_loss,final_val_loss,final_test_loss,final_train_rmse,final_val_rmse,final_test_rmse,final_train_r2,final_val_r2,final_test_r2,avg_train_loss,std_train_loss,avg_val_loss,std_val_loss,avg_test_loss,std_test_loss,avg_train_rmse,std_train_rmse,avg_val_rmse,std_val_rmse,avg_test_rmse,std_test_rmse,avg_train_r2,std_train_r2,avg_val_r2,std_val_r2,avg_test_r2,std_test_r2,best_round,best_test_r2
2025-10-28 22:11:37,client_4,fedavg,10,6978.34765625,7291.00439453125,7567.5146484375,83.53650200941352,85.3873755671762,86.99146307792219,-0.05386006832122803,-0.052655816078186035,-0.08620309829711914,6989.277880859375,146.58070898368922,7302.913916015625,147.48727650481186,7628.711279296875,146.74245917834062,83.59730126616714,0.8769845341092731,85.45272637250541,0.8633786499668826,87.33848150322322,0.8371561095519884,-0.05551084280014038,0.02213641028743222,-0.054375410079956055,0.021293839431209004,-0.09498701095581055,0.02106268869199252,0,-0.06631147861480713
