timestamp,round,total_clients,fit_clients,avg_train_loss,avg_val_loss,avg_val_r2,centralized_test_loss,centralized_test_r2,algorithm
2025-10-30 02:02:41,1,12,12,12462.186116536459,12176.105387369791,-0.8456092576185862,17.59207534790039,-29.03960418701172,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:02:43,2,25,25,7216.46283203125,7238.69166015625,-0.023141279220581054,119.71607208251953,-254.0868377685547,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:02:46,3,25,25,7184.31244140625,7201.48279296875,-0.018410968780517577,129.41168212890625,-320.2832946777344,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:02:49,4,25,25,7179.493671875,7196.321484375,-0.017575693130493165,126.387451171875,-265.5071105957031,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:02:54,5,25,25,7174.848046875,7193.51197265625,-0.017141475677490234,133.2608184814453,-268.5193786621094,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:02:56,6,25,25,7176.675390625,7195.62033203125,-0.017573599815368653,135.05419921875,-291.0666809082031,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:02:59,7,25,25,7189.62193359375,7207.15544921875,-0.01903818130493164,137.50851440429688,-305.6571960449219,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:03:01,8,25,25,7179.55970703125,7196.32578125,-0.01766152858734131,142.50430297851562,-329.28411865234375,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:03:06,9,25,25,7184.15423828125,7202.27296875,-0.018378887176513672,152.07501220703125,-214.86026000976562,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:03:11,10,25,25,7181.9025,7200.1187109375,-0.018232550621032715,150.7377471923828,-317.7535095214844,nasa_25c_alpha_0.1_fedavg
