timestamp,round,total_clients,fit_clients,avg_train_loss,avg_val_loss,avg_val_r2,centralized_test_loss,centralized_test_r2,algorithm
2025-10-30 11:12:29,1,12,12,11940.3408203125,11651.770060221354,-0.6043311655521393,25.10284996032715,-55.70716094970703,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:31,2,25,25,7120.99931640625,7053.10904296875,-0.021141200065612792,133.00633239746094,-271.6929626464844,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:34,3,25,25,7118.92587890625,7047.76744140625,-0.019983105659484864,133.33494567871094,-297.49578857421875,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:37,4,25,25,7104.4092578125,7029.298359375,-0.017467665672302245,143.29832458496094,-336.95623779296875,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:41,5,25,25,7108.30681640625,7039.452578125,-0.018930506706237794,143.3289794921875,-311.8757629394531,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:44,6,25,25,7101.8724609375,7029.20580078125,-0.01748971939086914,149.1649932861328,-340.1670837402344,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:47,7,25,25,7116.11529296875,7043.53853515625,-0.019537339210510252,149.96157836914062,-397.6934814453125,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:49,8,25,25,7113.15869140625,7042.62552734375,-0.019398770332336425,155.0340576171875,-268.68853759765625,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:54,9,25,25,7107.5117578125,7038.2301171875,-0.01884946346282959,159.82778930664062,-316.2153015136719,nasa_25c_alpha_0.5_fedavg
2025-10-30 11:12:59,10,25,25,7104.00740234375,7032.56888671875,-0.0180674409866333,165.27188110351562,-309.8204040527344,nasa_25c_alpha_0.5_fedavg
