timestamp,round,total_clients,fit_clients,eval_clients,avg_train_loss,avg_val_loss,avg_val_r2,avg_test_loss,avg_test_r2,centralized_loss,centralized_r2,algorithm
2025-10-29 12:08:28,1,12,12,25,14042.912109375,13639.565348307291,-1.0838770965735118,14647.6399609375,-1.0719650745391847,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:31,2,25,25,25,7304.2206640625,7163.476328125,-0.028295536041259766,7374.642255859375,-0.03396336555480957,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:33,3,25,25,25,7269.50625,7125.85404296875,-0.023991994857788086,7355.716044921875,-0.03155754089355469,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:36,4,25,25,25,7215.4566796875,7073.4033984375,-0.01594964027404785,7294.415390625,-0.02394465446472168,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:41,5,25,25,25,7197.83318359375,7056.8124609375,-0.013427705764770507,7266.2196484375,-0.02058091640472412,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:43,6,25,25,25,7210.9403515625,7070.131171875,-0.014899458885192871,7276.217109375,-0.021759867668151855,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:45,7,25,25,25,7209.75962890625,7068.110078125,-0.014941611289978028,7274.783671875,-0.021589818000793456,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:48,8,25,25,25,7200.02984375,7058.961171875,-0.013219251632690429,7263.19841796875,-0.020228118896484376,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:53,9,25,25,25,7204.09158203125,7062.87205078125,-0.014389142990112305,7271.994580078125,-0.021259860992431642,0,0,nasa_25c_alpha_0.1_fedavg
2025-10-29 12:08:58,10,25,25,25,7194.920703125,7052.72404296875,-0.012952489852905274,7261.608515625,-0.02004319190979004,0,0,nasa_25c_alpha_0.1_fedavg
