=== Clean Parameter Analysis ===

    FL       Alpha  Accuracy_mean  Accuracy_std  Accuracy_count  F1-Weighted_mean  F1-Weighted_std  F1-Weighted_count  MCS_mean  MCS_std  MCS_count  Loss_mean  Loss_std  Loss_count  S-LR  FL Param
FedOpt       0.001       0.426667      0.260064               3          0.343333         0.280060                  3  0.355000 0.252537          3   1.649333  0.806915           3 0.001       NaN
FedOpt       0.001       0.483333      0.075056               3          0.436667         0.109697                  3  0.389000 0.110218          3   1.140667  0.348305           3 0.010       NaN
FedOpt       0.001       0.556667      0.249065               3          0.523333         0.323934                  3  0.510000 0.240657          3   1.895000  1.281191           3 1.000       NaN
FedOpt       0.005       0.410000      0.212838               3          0.336667         0.230290                  3  0.358000 0.221610          3   1.219333  0.033828           3 0.001       NaN
FedOpt       0.005       0.400000      0.288444               3          0.336667         0.338280                  3  0.348667 0.303217          3   1.687667  0.677673           3 0.010       NaN
FedOpt       0.005       0.383333      0.179536               3          0.300000         0.206640                  3  0.327667 0.185303          3   1.540667  0.754115           3 1.000       NaN
FedOpt       0.010       0.536667      0.151438               3          0.483333         0.198578                  3  0.473000 0.186419          3   1.028667  0.341008           3 0.001       NaN
FedOpt       0.010       0.476667      0.096090               3          0.423333         0.096090                  3  0.420000 0.104231          3   0.598333  0.058312           3 0.010       NaN
FedOpt       0.010       0.496667      0.066583               3          0.443333         0.107858                  3  0.403333 0.088212          3   1.400667  0.113650           3 1.000       NaN
FedOpt       0.020       0.480000      0.043589               3          0.416667         0.058595                  3  0.413333 0.074769          3   1.363667  1.021834           3 0.001       NaN
FedOpt       0.020       0.403333      0.090185               3          0.310000         0.131149                  3  0.354667 0.076709          3   1.395667  0.739461           3 0.010       NaN
FedOpt       0.020       0.533333      0.183394               3          0.440000         0.211660                  3  0.454333 0.193908          3   2.038333  0.882502           3 1.000       NaN
FedOpt       0.050       0.623333      0.364737               3          0.583333         0.408207                  3  0.576333 0.370829          3   1.070333  0.611291           3 0.001       NaN
FedOpt       0.050       0.586667      0.126623               3          0.563333         0.127017                  3  0.500333 0.133800          3   0.889667  0.183481           3 0.010       NaN
FedOpt       0.050       0.456667      0.240278               3          0.393333         0.295014                  3  0.381333 0.231046          3   1.189000  0.341830           3 1.000       NaN
FedOpt       0.075       0.616667      0.187705               3          0.596667         0.173877                  3  0.558000 0.176009          3   1.040000  0.487055           3 0.001       NaN
FedOpt       0.075       0.603333      0.160728               3          0.573333         0.219393                  3  0.517667 0.201699          3   1.181333  0.484500           3 0.010       NaN
FedOpt       0.075       0.720000      0.010000               3          0.683333         0.037859                  3  0.651000 0.016703          3   0.862333  0.257655           3 1.000       NaN
FedOpt       0.100       0.633333      0.231805               3          0.593333         0.260256                  3  0.556000 0.274976          3   1.019000  0.063380           3 0.001       NaN
FedOpt       0.100       0.816667      0.135769               3          0.806667         0.153080                  3  0.787333 0.132198          3   0.865000  0.449410           3 0.010       NaN
FedOpt       0.100       0.660000      0.095394               3          0.626667         0.134288                  3  0.593667 0.118492          3   0.574667  0.267231           3 1.000       NaN
FedOpt       0.200       0.813333      0.025166               3          0.760000         0.026458                  3  0.765667 0.037501          3   0.444000  0.261662           3 0.001       NaN
FedOpt       0.200       0.840000      0.062450               3          0.803333         0.087369                  3  0.803333 0.078450          3   0.474000  0.307371           3 0.010       NaN
FedOpt       0.200       0.730000      0.181934               3          0.690000         0.191572                  3  0.664000 0.232097          3   1.035333  0.709718           3 1.000       NaN
FedOpt       0.500       0.910000      0.069282               3          0.896667         0.092376                  3  0.891000 0.077208          3   0.408333  0.389516           3 0.001       NaN
FedOpt       0.500       0.946667      0.045092               3          0.943333         0.045092                  3  0.930000 0.055507          3   0.286000  0.083211           3 0.010       NaN
FedOpt       0.500       0.820000      0.199750               3          0.816667         0.213854                  3  0.796000 0.217173          3   0.757667  0.370654           3 1.000       NaN
FedOpt       1.000       0.906667      0.075056               3          0.890000         0.101489                  3  0.883667 0.088500          3   0.384333  0.202436           3 0.001       NaN
FedOpt       1.000       0.956667      0.005774               3          0.960000         0.010000                  3  0.944333 0.011719          3   0.387667  0.270104           3 0.010       NaN
FedOpt       1.000       0.943333      0.037859               3          0.943333         0.037859                  3  0.924333 0.050123          3   0.210667  0.008505           3 1.000       NaN
FedOpt 1000000.000       0.993333      0.005774               3          0.993333         0.005774                  3  0.991000 0.004359          3   0.158000  0.037987           3 0.001       NaN
FedOpt 1000000.000       0.940000      0.078102               3          0.926667         0.101160                  3  0.928333 0.088794          3   0.282667  0.227232           3 0.010       NaN
FedOpt 1000000.000       0.993333      0.011547               3          0.993333         0.011547                  3  0.987333 0.012423          3   0.166000  0.014422           3 1.000       NaN

=== Full Data ===

        FL        Alpha  Accuracy_mean  Accuracy_std  Accuracy_count  F1-Weighted_mean  F1-Weighted_std  F1-Weighted_count  MCS_mean   MCS_std  MCS_count  Loss_mean  Loss_std  Loss_count   S-LR  FL Param
0   FedOpt        0.001       0.426667      0.260064               3          0.343333         0.280060                  3  0.355000  0.252537          3   1.649333  0.806915           3  0.001       NaN
1   FedOpt        0.001       0.483333      0.075056               3          0.436667         0.109697                  3  0.389000  0.110218          3   1.140667  0.348305           3  0.010       NaN
2   FedOpt        0.001       0.556667      0.249065               3          0.523333         0.323934                  3  0.510000  0.240657          3   1.895000  1.281191           3  1.000       NaN
3   FedOpt        0.005       0.410000      0.212838               3          0.336667         0.230290                  3  0.358000  0.221610          3   1.219333  0.033828           3  0.001       NaN
4   FedOpt        0.005       0.400000      0.288444               3          0.336667         0.338280                  3  0.348667  0.303217          3   1.687667  0.677673           3  0.010       NaN
5   FedOpt        0.005       0.383333      0.179536               3          0.300000         0.206640                  3  0.327667  0.185303          3   1.540667  0.754115           3  1.000       NaN
6   FedOpt        0.010       0.536667      0.151438               3          0.483333         0.198578                  3  0.473000  0.186419          3   1.028667  0.341008           3  0.001       NaN
7   FedOpt        0.010       0.476667      0.096090               3          0.423333         0.096090                  3  0.420000  0.104231          3   0.598333  0.058312           3  0.010       NaN
8   FedOpt        0.010       0.496667      0.066583               3          0.443333         0.107858                  3  0.403333  0.088212          3   1.400667  0.113650           3  1.000       NaN
9   FedOpt        0.020       0.480000      0.043589               3          0.416667         0.058595                  3  0.413333  0.074769          3   1.363667  1.021834           3  0.001       NaN
10  FedOpt        0.020       0.403333      0.090185               3          0.310000         0.131149                  3  0.354667  0.076709          3   1.395667  0.739461           3  0.010       NaN
11  FedOpt        0.020       0.533333      0.183394               3          0.440000         0.211660                  3  0.454333  0.193908          3   2.038333  0.882502           3  1.000       NaN
12  FedOpt        0.050       0.623333      0.364737               3          0.583333         0.408207                  3  0.576333  0.370829          3   1.070333  0.611291           3  0.001       NaN
13  FedOpt        0.050       0.586667      0.126623               3          0.563333         0.127017                  3  0.500333  0.133800          3   0.889667  0.183481           3  0.010       NaN
14  FedOpt        0.050       0.456667      0.240278               3          0.393333         0.295014                  3  0.381333  0.231046          3   1.189000  0.341830           3  1.000       NaN
15  FedOpt        0.075       0.616667      0.187705               3          0.596667         0.173877                  3  0.558000  0.176009          3   1.040000  0.487055           3  0.001       NaN
16  FedOpt        0.075       0.603333      0.160728               3          0.573333         0.219393                  3  0.517667  0.201699          3   1.181333  0.484500           3  0.010       NaN
17  FedOpt        0.075       0.720000      0.010000               3          0.683333         0.037859                  3  0.651000  0.016703          3   0.862333  0.257655           3  1.000       NaN
18  FedOpt        0.100       0.633333      0.231805               3          0.593333         0.260256                  3  0.556000  0.274976          3   1.019000  0.063380           3  0.001       NaN
19  FedOpt        0.100       0.816667      0.135769               3          0.806667         0.153080                  3  0.787333  0.132198          3   0.865000  0.449410           3  0.010       NaN
20  FedOpt        0.100       0.660000      0.095394               3          0.626667         0.134288                  3  0.593667  0.118492          3   0.574667  0.267231           3  1.000       NaN
21  FedOpt        0.200       0.813333      0.025166               3          0.760000         0.026458                  3  0.765667  0.037501          3   0.444000  0.261662           3  0.001       NaN
22  FedOpt        0.200       0.840000      0.062450               3          0.803333         0.087369                  3  0.803333  0.078450          3   0.474000  0.307371           3  0.010       NaN
23  FedOpt        0.200       0.730000      0.181934               3          0.690000         0.191572                  3  0.664000  0.232097          3   1.035333  0.709718           3  1.000       NaN
24  FedOpt        0.500       0.910000      0.069282               3          0.896667         0.092376                  3  0.891000  0.077208          3   0.408333  0.389516           3  0.001       NaN
25  FedOpt        0.500       0.946667      0.045092               3          0.943333         0.045092                  3  0.930000  0.055507          3   0.286000  0.083211           3  0.010       NaN
26  FedOpt        0.500       0.820000      0.199750               3          0.816667         0.213854                  3  0.796000  0.217173          3   0.757667  0.370654           3  1.000       NaN
27  FedOpt        1.000       0.906667      0.075056               3          0.890000         0.101489                  3  0.883667  0.088500          3   0.384333  0.202436           3  0.001       NaN
28  FedOpt        1.000       0.956667      0.005774               3          0.960000         0.010000                  3  0.944333  0.011719          3   0.387667  0.270104           3  0.010       NaN
29  FedOpt        1.000       0.943333      0.037859               3          0.943333         0.037859                  3  0.924333  0.050123          3   0.210667  0.008505           3  1.000       NaN
30  FedOpt  1000000.000       0.993333      0.005774               3          0.993333         0.005774                  3  0.991000  0.004359          3   0.158000  0.037987           3  0.001       NaN
31  FedOpt  1000000.000       0.940000      0.078102               3          0.926667         0.101160                  3  0.928333  0.088794          3   0.282667  0.227232           3  0.010       NaN
32  FedOpt  1000000.000       0.993333      0.011547               3          0.993333         0.011547                  3  0.987333  0.012423          3   0.166000  0.014422           3  1.000       NaN
