timestamp,round,total_clients,fit_clients,avg_train_loss,avg_val_loss,avg_val_r2,centralized_test_loss,centralized_test_r2,algorithm
2025-10-30 02:25:22,1,12,12,9574.167317708334,9331.495076497396,-0.4664597411950429,31.777708053588867,-68.97251892089844,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:25,2,25,25,7157.7756640625,7177.69486328125,-0.015070223808288574,144.24453735351562,-396.7723693847656,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:28,3,25,25,7165.2011328125,7180.881640625,-0.015587434768676758,153.4527130126953,-335.9420471191406,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:30,4,25,25,7154.28306640625,7170.78693359375,-0.014057798385620117,156.6680145263672,-265.2430114746094,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:35,5,25,25,7157.14275390625,7169.946015625,-0.01411893367767334,165.52642822265625,-315.0587463378906,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:38,6,25,25,7146.1852734375,7160.1784375,-0.012848458290100097,172.67601013183594,-284.3971252441406,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:40,7,25,25,7153.78701171875,7171.94181640625,-0.014292125701904296,183.10308837890625,-366.9101257324219,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:43,8,25,25,7142.228515625,7157.8223828125,-0.012565641403198243,183.09988403320312,-383.7403259277344,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:48,9,25,25,7150.689375,7165.32203125,-0.013445038795471192,200.2855682373047,-442.5218200683594,nasa_25c_alpha_0.1_fedavg
2025-10-30 02:25:53,10,25,25,7146.12236328125,7157.36748046875,-0.012382116317749024,200.2644500732422,-408.5595703125,nasa_25c_alpha_0.1_fedavg
